SOBAODANH,diem_trung_binh
18003573,4.5325
18003574,3.92
18003575,3.9
18003576,4.5
18003577,4.8875
18003578,5.15
18003579,5.55
18003580,4.3125
18003581,4.97
18003582,5.12
18003583,5.245
18003584,4.525
18003585,4.875
18003586,3.775
18003587,4.5625
18003588,4.9075
18003589,5.375
18003590,4.75
18003591,5.025
18003592,4.3125
18003593,5.125
18003594,5.625
18003595,4.8125
18003596,4.875
18003597,4.995
18003598,4.4
18003599,3.5875
18003600,5.1875
18003601,4.125
18003602,4.095
18003603,5.325
18003604,5.0
18003605,4.5625
18003606,5.595
18003607,5.125
18003608,4.37
18003609,5.1825
18003610,5.1825
18003611,4.8
18003612,4.7825
18003613,5.42
18003614,4.345
18003615,4.75
18003616,4.2625
18003617,5.1875
18003618,5.15
18003619,5.12
18003620,5.4875
18003621,4.7125
18003622,5.625
18003623,4.67
18003624,5.2
18003625,6.1
18003626,5.42
18003627,4.6825
18003628,4.25
18003629,5.3125
18003630,4.35
18003631,4.4075
18003632,5.6875
18003633,5.47
18003634,4.5625
18003635,5.22
18003636,5.72
18003637,4.4375
18003638,4.97
18003639,5.2825
18003640,5.625
18003641,4.4
18003642,5.0325
18003643,4.795
18003644,5.745
18003645,5.5625
18003646,5.1575
18003647,3.7125
18003648,5.6875
18003649,4.0325
18003650,4.095
18003651,4.9325
18003652,4.045
18003653,4.345
18003654,5.22
18003655,4.25
18003656,5.0
18003657,5.4875
18003658,3.1375
18003659,4.2375
18003660,4.9625
18003661,4.3125
18003662,4.42
18003663,5.0
18003664,4.0
18003665,5.0625
18003666,4.75
18003667,4.875
18003668,4.1875
18003669,4.125
18003670,4.3125
18003671,3.0625
18003672,4.1875
18003673,4.4375
18003674,3.5075
18003675,4.0625
18003676,4.425
18003677,3.3375
18003678,3.5625
18003679,4.6875
18003680,4.9575
18003681,4.0625
18003682,4.125
18003683,3.125
18003684,4.87
18003685,3.9699999999999998
18003686,4.0
18003687,4.625
18003688,4.72
18003689,4.125
18003690,4.095
18003691,3.6875
18003692,4.5325
18003693,3.125
18003694,4.25
18003695,5.0
18003696,5.1
18003697,3.125
18003698,4.6575
18003699,4.845
18003700,5.0
18003701,5.3
18003702,4.6875
18003703,3.6875
18003704,5.0625
18003705,3.6125
18003706,4.595
18003707,4.125
18003708,4.0625
18003709,5.345
18003710,4.5875
18003711,3.775
18003712,5.2825
18003713,5.0325
18003714,4.47
18003715,4.0625
18003716,4.9075
18003717,4.7825
18003718,5.05
18003719,5.1875
18003720,4.1875
18003721,5.3125
18003722,4.125
18003723,5.3125
18003724,4.4375
18003725,4.9825
18003726,3.8125
18003727,4.5625
18003728,3.6825
18003729,3.8125
18003730,4.62
18003731,4.875
18003732,4.425
18003733,5.095
18003734,5.0
18003735,4.7125
18003736,5.245
18003737,4.1875
18003738,4.25
18003739,4.675
18003740,4.62
18003741,4.7
18003742,3.6574999999999998
18003743,4.1875
18003744,4.0625
18003745,4.1825
18003746,4.5
18003747,4.0
18003748,4.0575
18003749,3.5125
18003750,4.125
18003751,4.7625
18003752,4.25
18003753,3.8125
18003754,4.3125
18003755,4.3125
18003756,5.3125
18003757,5.025
18003758,4.1875
18003759,4.6875
18003760,4.9075
18003761,3.5
18003762,3.975
18003763,4.125
18003764,4.125
18003765,4.3375
18003766,4.125
18003767,4.0875
18003768,4.52
18003769,3.875
18003770,4.125
18003771,4.1875
18003772,5.5625
18003773,4.375
18003774,3.8375
18003775,4.875
18003776,3.5575
18003777,4.8125
18003778,3.5
18003779,4.5875
18003780,4.5
18003781,4.3125
18003782,4.3125
18003783,4.8075
18003784,3.4375
18003785,4.2125
18003786,3.9375
18003787,4.65
18003788,4.275
18003789,4.995
18003790,4.625
18003791,4.245
18003792,5.12
18003793,3.8125
18003794,4.0
18003795,3.795
18003796,4.245
18003797,4.75
18003798,4.1575
18003799,5.22
18003800,3.9
18003801,3.4074999999999998
18003802,4.3125
18003803,3.6875
18003804,3.3125
18003805,4.6825
18003806,4.4075
18003807,4.845
18003808,4.8125
18003809,4.6125
18003810,5.1125
18003811,3.9375
18003812,4.62
18003813,4.5625
18003814,3.2125
18003815,3.5
18003816,3.8375
18003817,3.5625
18003818,3.75
18003819,4.5325
18003820,4.875
18003821,4.0625
18003822,4.62
18003823,4.245
18003824,4.5
18003825,4.0325
18003826,3.6375
18003827,4.3125
18003828,4.375
18003829,4.245
18003830,4.25
18003831,4.645
18003832,4.25
18003833,3.75
18003834,4.525
18003835,4.1875
18003836,4.5625
18003837,3.1574999999999998
18003838,4.6875
18003839,4.65
18003840,3.9375
18003841,4.7375
18003842,5.375
18003843,5.0
18003844,2.875
18003845,5.25
18003846,3.2824999999999998
18003847,4.5575
18003848,3.3449999999999998
18003849,4.595
18003850,4.5
18003851,4.6575
18003852,5.0625
18003853,3.8125
18003854,4.775
18003855,5.37
18003856,3.4375
18003857,4.22
18003858,3.2824999999999998
18003859,3.25
18003860,4.5625
18003861,5.0325
18003862,3.125
18003863,4.5875
18003864,4.2825
18003865,4.4375
18003866,4.4375
18003867,5.0325
18003868,4.4875
18003869,5.445
18003870,3.4074999999999998
18003871,3.9575
18003872,4.75
18003873,4.095
18003874,5.2825
18003875,5.4625
18003876,4.4325
18003877,3.875
18003878,4.8075
18003879,5.0575
18003880,3.7824999999999998
18003881,5.8325
18003882,5.2375
18003883,4.095
18003884,4.125
18003885,3.6574999999999998
18003886,5.3375
18003887,4.75
18003888,4.4375
18003889,5.12
18003890,4.645
18003891,4.845
18003892,5.42
18003893,3.625
18003894,4.8075
18003895,5.4625
18003896,4.9375
18003897,4.7075
18003898,4.375
18003899,4.0625
18003900,4.9375
18003901,4.5625
18003902,4.1875
18003903,4.22
18003904,4.6875
18003905,5.095
18003906,4.6325
18003907,4.4375
18003908,3.9699999999999998
18003909,4.125
18003910,4.4
18003911,5.0
18003912,5.025
18003913,4.845
18003914,4.0
18003915,3.5324999999999998
18003916,5.3375
18003917,6.2575
18003918,5.37
18003919,5.1875
18003920,4.9575
18003921,5.7125
18003922,5.15
18003923,4.0325
18003924,5.4375
18003925,4.47
18003926,5.0
18003927,4.525
18003928,5.0
18003929,3.625
18003930,5.0575
18003931,4.75
18003932,4.9575
18003933,4.47
18003934,4.5625
18003935,4.22
18003936,4.595
18003937,4.9325
18003938,4.595
18003939,4.0
18003940,5.6375
18003941,5.8875
18003942,3.7575000000000003
18003943,5.125
18003944,3.895
18003945,4.9
18003946,5.3125
18003947,4.875
18003948,4.9625
18003949,4.4075
18003950,4.37
18003951,1.69
18003952,5.575
18003953,4.72
18003954,4.6875
18003955,4.3575
18003956,5.3075
18003957,4.72
18003958,5.2825
18003959,4.6875
18003960,4.4075
18003961,4.6575
18003962,4.8375
18003963,5.1875
18003964,4.4375
18003965,4.8125
18003966,4.5325
18003967,4.445
18003968,4.9375
18003969,4.5325
18003970,3.8125
18003971,4.75
18003972,4.65
18003973,5.025
18003974,4.1875
18003975,4.0125
18003976,5.6325
18003977,5.0575
18003978,4.3125
18003979,4.47
18003980,5.5
18003981,4.925
18003982,5.2575
18003983,5.025
18003984,4.595
18003985,4.25
18003986,3.8375
18003987,4.3375
18003988,5.25
18003989,4.72
18003990,4.875
18003991,5.6125
18003992,4.595
18003993,5.275
18003994,3.275
18003995,4.5875
18003996,3.6
18003997,5.125
18003998,4.9375
18003999,4.875
18004000,5.0625
18004001,3.9375
18004002,4.5575
18004003,4.345
18004004,4.5875
18004005,4.4375
18004006,3.975
18004007,5.245
18004008,5.3375
18004009,4.4875
18004010,4.245
18004011,4.1575
18004012,4.47
18004013,3.5575
18004014,4.05
18004015,4.3075
18004016,3.875
18004017,4.495
18004018,4.0325
18004019,4.875
18004020,4.295
18004021,4.15
18004022,4.825
18004023,5.845
18004024,5.1575
18004025,5.25
18004026,4.845
18004027,4.0
18004028,4.875
18004029,4.4075
18004030,4.2875
18004031,4.5625
18004032,4.9375
18004033,4.225
18004034,3.9
18004035,5.47
18004036,4.5625
18004037,5.4375
18004038,4.6875
18004039,3.15
18004040,4.6575
18004041,4.47
18004042,4.095
18004043,4.6575
18004044,4.4325
18004045,5.1875
18004046,4.3125
18004047,3.75
18004048,3.3375
18004049,4.47
18004050,4.4375
18004051,5.75
18004052,4.095
18004053,4.9375
18004054,4.375
18004055,3.45
18004056,4.6875
18004057,3.8375
18004058,4.6375
18004059,3.3333333333333335
18004060,5.025
18004061,4.6575
18004062,4.5
18004063,5.1575
18004064,4.5
18004065,5.0
18004066,4.8125
18004067,4.4
18004068,4.375
18004069,4.095
18004070,2.6
18004071,4.4075
18004072,4.095
18004073,4.7825
18004074,3.1449999999999996
18004075,4.3125
18004076,5.4875
18004077,4.625
18004078,4.9375
18004079,4.0575
18004080,4.3075
18004081,4.97
18004082,4.275
18004083,3.9325
18004084,4.4625
18004085,3.7824999999999998
18004086,4.845
18004087,3.8075
18004088,4.1575
18004089,3.625
18004090,3.075
18004091,4.12
18004092,4.1825
18004093,4.9375
18004094,3.2824999999999998
18004095,4.8125
18004096,4.875
18004097,3.9699999999999998
18004098,3.7824999999999998
18004099,3.6875
18004100,3.7199999999999998
18004101,3.9375
18004102,4.3125
18004103,4.72
18004104,4.595
18004105,4.4325
18004106,4.095
18004107,5.625
18004108,4.9375
18004109,4.6875
18004110,4.5625
18004111,4.5
18004112,3.6875
18004113,4.125
18004114,4.8125
18004115,4.4075
18004116,4.7825
18004117,3.5324999999999998
18004118,4.625
18004119,4.6575
18004120,3.8075
18004121,4.095
18004122,3.875
18004123,4.2125
18004124,4.6575
18004125,4.4375
18004126,4.125
18004127,3.995
18004128,4.095
18004129,4.6875
18004130,4.15
18004131,4.5125
18004132,4.0325
18004133,4.0625
18004134,4.3125
18004135,4.1575
18004136,4.345
18004137,4.97
18004138,3.9325
18004139,4.7125
18004140,4.1875
18004141,4.375
18004142,5.5
18004143,4.87
18004144,4.3625
18004145,5.175
18004146,4.25
18004147,4.7125
18004148,4.62
18004149,5.2125
18004150,4.7125
18004151,5.575
18004152,5.125
18004153,4.0625
18004154,3.3125
18004155,5.595
18004156,4.9575
18004157,4.4825
18004158,4.1875
18004159,5.15
18004160,4.9
18004161,5.12
18004162,4.7825
18004163,4.97
18004164,5.0625
18004165,4.6375
18004166,4.695
18004167,3.7824999999999998
18004168,3.8449999999999998
18004169,3.4325
18004170,4.4375
18004171,5.0125
18004172,4.47
18004173,4.72
18004174,5.445
18004175,5.6875
18004176,4.1575
18004177,4.25
18004178,4.9325
18004179,3.7199999999999998
18004180,4.7825
18004181,4.92
18004182,4.97
18004183,5.1875
18004184,5.0575
18004185,5.1575
18004186,5.72
18004187,4.325
18004188,5.8
18004189,4.3125
18004190,4.095
18004191,5.125
18004192,4.3125
18004193,5.275
18004194,4.6325
18004195,4.875
18004196,4.595
18004197,5.0875
18004198,4.4825
18004199,3.5
18004200,4.395
18004201,5.0325
18004202,4.62
18004203,5.0
18004204,5.4125000000000005
18004205,5.0325
18004206,5.4
18004207,5.25
18004208,5.3075
18004209,5.045
18004210,5.4
18004211,4.625
18004212,3.2199999999999998
18004213,4.8075
18004214,3.45
18004215,4.75
18004216,3.9625
18004217,5.2625
18004218,5.0625
18004219,4.9375
18004220,5.095
18004221,5.5575
18004222,5.1575
18004223,4.6875
18004224,5.1575
18004225,4.9075
18004226,4.8375
18004227,5.5625
18004228,4.2825
18004229,4.8125
18004230,5.2825
18004231,4.4
18004232,3.4074999999999998
18004233,4.67
18004234,5.4
18004235,5.425
18004236,4.5
18004237,4.5375
18004238,5.25
18004239,5.5
18004240,3.565
18004241,4.7825
18004242,4.775
18004243,5.3375
18004244,5.375
18004245,4.4075
18004246,4.9325
18004247,5.0325
18004248,5.5325
18004249,4.495
18004250,4.5325
18004251,4.5575
18004252,4.3375
18004253,4.125
18004254,3.9625
18004255,5.0875
18004256,5.4075
18004257,4.875
18004258,5.3075
18004259,5.0875
18004260,5.275
18004261,5.125
18004262,5.3125
18004263,4.7125
18004264,4.1575
18004265,5.0325
18004266,3.5324999999999998
18004267,5.0
18004268,3.7375
18004269,4.0625
18004270,4.1375
18004271,5.0625
18004272,3.875
18004273,5.1575
18004274,4.65
18004275,4.345
18004276,4.595
18004277,4.595
18004278,3.9375
18004279,5.0875
18004280,4.6875
18004281,4.7375
18004282,4.7825
18004283,4.125
18004284,4.0
18004285,1.94
18004286,4.75
18004287,3.9699999999999998
18004288,4.1875
18004289,4.345
18004290,5.8325
18004291,5.5575
18004292,5.4625
18004293,4.0
18004294,3.9699999999999998
18004295,4.97
18004296,3.5625
18004297,3.75
18004298,4.7325
18004299,6.3075
18004300,4.5
18004301,4.625
18004302,3.7199999999999998
18004303,5.4625
18004304,4.9
18004305,4.8375
18004306,5.075
18004307,3.75
18004308,5.1875
18004309,5.345
18004310,4.0325
18004311,5.3075
18004312,4.75
18004313,5.375
18004314,4.5325
18004315,4.0
18004316,4.625
18004317,4.625
18004318,3.8125
18004319,5.6075
18004320,5.845
18004321,4.75
18004322,5.345
18004323,4.0075
18004324,4.75
18004325,3.4074999999999998
18004326,5.7825
18004327,4.6125
18004328,4.375
18004329,4.125
18004330,4.595
18004331,4.7125
18004332,5.3325
18004333,4.9375
18004334,5.0875
18004335,5.1825
18004336,4.3125
18004337,5.0
18004338,5.12
18004339,4.9625
18004340,5.595
18004341,6.045
18004342,5.225
18004343,5.0875
18004344,4.5325
18004345,5.5325
18004346,4.6825
18004347,5.875
18004348,4.87
18004349,3.6825
18004350,5.345
18004351,5.125
18004352,3.7824999999999998
18004353,5.125
18004354,5.1575
18004355,5.475
18004356,5.095
18004357,5.195
18004358,5.345
18004359,5.72
18004360,5.175
18004361,4.87
18004362,5.1825
18004363,2.6266666666666665
18004364,4.9075
18004365,3.4074999999999998
18004366,4.0625
18004367,6.0625
18004368,3.825
18004369,5.3125
18004370,3.0875
18004371,5.3075
18004372,4.095
18004373,4.9375
18004374,4.75
18004375,4.25
18004376,5.4625
18004377,5.625
18004378,5.25
18004379,5.37
18004380,4.47
18004381,4.3375
18004382,5.675
18004383,5.5825
18004384,4.845
18004385,4.8625
18004386,5.8625
18004387,3.3125
18004388,5.27
18004389,4.5825
18004390,4.995
18004391,4.8075
18004392,3.8449999999999998
18004393,5.22
18004394,4.9325
18004395,4.8125
18004396,5.3125
18004397,5.15
18004398,4.375
18004399,5.25
18004400,4.875
18004401,4.025
18004402,5.22
18004403,4.97
18004404,3.85
18004405,5.1575
18004406,4.845
18004407,5.2625
18004408,3.7125
18004409,5.0875
18004410,4.9075
18004411,5.4625
18004412,3.8
18004413,4.15
18004414,4.4375
18004415,4.495
18004416,4.375
18004417,4.6875
18004418,4.845
18004419,4.22
18004420,4.5625
18004421,4.4625
18004422,5.27
18004423,4.2825
18004424,5.25
18004425,4.895
18004426,4.0
18004427,4.675
18004428,4.17
18004429,4.8
18004430,4.2125
18004431,4.625
18004432,5.4375
18004433,4.475
18004434,4.22
18004435,2.7824999999999998
18004436,4.8075
18004437,4.5625
18004438,4.47
18004439,3.9875
18004440,4.9375
18004441,5.545
18004442,4.475
18004443,4.495
18004444,3.4699999999999998
18004445,4.45
18004446,4.0875
18004447,4.6575
18004448,4.1575
18004449,4.9075
18004450,4.125
18004451,4.245
18004452,4.5825
18004453,3.9375
18004454,4.345
18004455,4.3125
18004456,3.625
18004457,4.125
18004458,4.72
18004459,4.7375
18004460,4.425
18004461,4.475
18004462,3.6125
18004463,3.7199999999999998
18004464,4.3875
18004465,4.625
18004466,4.1825
18004467,4.8875
18004468,3.8375
18004469,4.375
18004470,3.8
18004471,3.8075
18004472,4.4075
18004473,4.9625
18004474,4.125
18004475,4.625
18004476,3.62
18004477,4.22
18004478,3.75
18004479,3.945
18004480,4.95
18004481,4.4375
18004482,4.4375
18004483,4.75
18004484,2.3125
18004485,3.3375
18004486,4.6125
18004487,5.47
18004488,4.5
18004489,3.6
18004490,4.2825
18004491,3.7875
18004492,4.3125
18004493,5.22
18004494,4.3125
18004495,5.3125
18004496,3.9
18004497,4.1575
18004498,4.7125
18004499,4.5
18004500,4.8825
18004501,4.25
18004502,4.5625
18004503,5.4075
18004504,3.8125
18004505,4.65
18004506,4.05
18004507,5.15
18004508,4.525
18004509,4.55
18004510,4.125
18004511,4.345
18004512,4.22
18004513,4.75
18004514,4.6575
18004515,3.6875
18004516,5.0325
18004517,4.6875
18004518,4.8125
18004519,4.6575
18004520,4.625
18004521,3.3625
18004522,4.2625
18004523,4.3625
18004524,4.745
18004525,5.1575
18004526,4.8075
18004527,5.3325
18004528,3.525
18004529,4.05
18004530,5.2125
18004531,6.3375
18004532,4.97
18004533,3.5
18004534,4.5575
18004535,4.5325
18004536,4.845
18004537,5.1575
18004538,5.0875
18004539,4.2825
18004540,4.75
18004541,4.87
18004542,4.375
18004543,4.6875
18004544,5.125
18004545,4.6875
18004546,4.1875
18004547,3.9074999999999998
18004548,4.2825
18004549,3.8125
18004550,3.775
18004551,3.6125
18004552,4.625
18004553,4.2825
18004554,4.65
18004555,4.9825
18004556,4.7825
18004557,3.3375
18004558,4.0
18004559,3.4074999999999998
18004560,3.4074999999999998
18004561,4.0625
18004562,3.5949999999999998
18004563,4.5575
18004564,3.75
18004565,4.775
18004566,4.92
18004567,5.1875
18004568,4.875
18004569,4.5
18004570,4.3075
18004571,4.0625
18004572,3.5324999999999998
18004573,4.47
18004574,4.2825
18004575,4.9625
18004576,4.3375
18004577,4.0125
18004578,4.625
18004579,3.875
18004580,4.35
18004581,4.8875
18004582,4.97
18004583,5.095
18004584,3.6574999999999998
18004585,1.55
18004586,5.5
18004587,4.2875
18004588,4.8125
18004589,4.0
18004590,4.4325
18004591,3.9375
18004592,3.9699999999999998
18004593,4.3125
18004594,4.6125
18004595,3.8449999999999998
18004596,4.9075
18004597,4.6325
18004598,3.5625
18004599,3.9375
18004600,4.1875
18004601,4.5575
18004602,3.9575
18004603,5.47
18004604,4.6875
18004605,3.9875
18004606,4.05
18004607,4.1875
18004608,3.3875
18004609,4.8
18004610,4.995
18004611,5.12
18004612,3.6875
18004613,3.875
18004614,5.0
18004615,5.375
18004616,4.0
18004617,3.9074999999999998
18004618,4.4
18004619,4.6875
18004620,4.125
18004621,4.145
18004622,3.4166666666666665
18004623,4.0
18004624,3.65
18004625,4.87
18004626,3.5324999999999998
18004627,4.9075
18004628,4.1875
18004629,4.375
18004630,4.5575
18004631,4.745
18004632,4.75
18004633,4.9075
18004634,4.6075
18004635,4.595
18004636,5.0625
18004637,3.525
18004638,4.345
18004639,4.3375
18004640,4.625
18004641,4.5625
18004642,4.625
18004643,3.9699999999999998
18004644,4.745
18004645,3.745
18004646,3.9
18004647,4.975
18004648,4.87
18004649,2.315
18004650,4.775
18004651,4.875
18004652,3.1875
18004653,4.75
18004654,3.575
18004655,5.3625
18004656,4.345
18004657,4.75
18004658,4.4375
18004659,5.5
18004660,5.1625
18004661,4.0375
18004662,5.25
18004663,3.9375
18004664,4.12
18004665,3.7375
18004666,4.175
18004667,3.6574999999999998
18004668,4.345
18004669,4.5325
18004670,5.75
18004671,4.075
18004672,4.3125
18004673,3.2199999999999998
18004674,4.0325
18004675,4.5625
18004676,5.095
18004677,3.8
18004678,3.25
18004679,5.2375
18004680,4.375
18004681,4.4075
18004682,4.1575
18004683,4.0
18004684,5.375
18004685,4.22
18004686,3.6875
18004687,5.625
18004688,5.375
18004689,4.47
18004690,3.5625
18004691,4.525
18004692,3.9325
18004693,5.37
18004694,3.8125
18004695,5.25
18004696,4.282500000000001
18004697,4.8375
18004698,5.37
18004699,4.425
18004700,3.3449999999999998
18004701,5.2125
18004702,4.8125
18004703,4.25
18004704,4.1875
18004705,4.4075
18004706,4.275
18004707,4.97
18004708,4.5625
18004709,3.7824999999999998
18004710,4.1875
18004711,4.0625
18004712,4.4075
18004713,4.4075
18004714,4.875
18004715,4.9075
18004716,3.875
18004717,4.1575
18004718,4.25
18004719,4.6575
18004720,4.245
18004721,5.0
18004722,4.12
18004723,4.5575
18004724,4.3075
18004725,4.0
18004726,4.345
18004727,4.775
18004728,3.5625
18004729,3.275
18004730,4.2125
18004731,5.27
18004732,3.7375
18004733,3.9
18004734,4.095
18004735,4.75
18004736,4.819999999999999
18004737,3.0
18004738,4.8075
18004739,4.5875
18004740,5.525
18004741,5.0325
18004742,5.125
18004743,4.6575
18004744,3.7125
18004745,4.775
18004746,4.0
18004747,4.845
18004748,5.0325
18004749,5.6575
18004750,4.5625
18004751,5.6325
18004752,4.25
18004753,6.0125
18004754,4.8375
18004755,5.1575
18004756,5.125
18004757,5.2125
18004758,5.4
18004759,5.2875
18004760,4.6875
18004761,2.7375
18004762,4.3125
18004763,3.125
18004764,4.75
18004765,4.72
18004766,5.275
18004767,4.5
18004768,4.625
18004769,5.97
18004770,4.3125
18004771,4.0
18004772,4.495
18004773,5.5575
18004774,4.6
18004775,4.875
18004776,4.675
18004777,4.3
18004778,5.0625
18004779,4.87
18004780,4.875
18004781,5.55
18004782,4.0625
18004783,5.0875
18004784,5.4125
18004785,4.7825
18004786,4.6875
18004787,5.625
18004788,3.9074999999999998
18004789,4.625
18004790,3.7824999999999998
18004791,5.1575
18004792,4.625
18004793,4.8125
18004794,5.125
18004795,5.4375
18004796,5.5
18004797,4.1575
18004798,3.8625
18004799,5.55
18004800,5.5
18004801,4.75
18004802,4.5325
18004803,4.3075
18004804,4.525
18004805,5.4325
18004806,4.995
18004807,3.875
18004808,6.6075
18004809,5.125
18004810,5.095
18004811,5.1575
18004812,4.6575
18004813,4.55
18004814,4.9625
18004815,4.775
18004816,5.12
18004817,5.2825
18004818,5.3075
18004819,5.2125
18004820,4.2825
18004821,5.5625
18004822,5.2575
18004823,5.12
18004824,5.1575
18004825,5.0875
18004826,5.025
18004827,4.1575
18004828,5.2
18004829,5.4375
18004830,5.22
18004831,5.025
18004832,4.0325
18004833,4.72
18004834,4.9375
18004835,3.2199999999999998
18004836,5.1875
18004837,3.0625
18004838,4.0625
18004839,4.4075
18004840,3.3125
18004841,4.0625
18004842,3.75
18004843,5.275
18004844,4.5
18004845,5.8125
18004846,5.3
18004847,2.725
18004848,4.0325
18004849,3.9074999999999998
18004850,3.6875
18004851,4.595
18004852,4.625
18004853,4.87
18004854,4.9825
18004855,4.5575
18004856,5.12
18004857,5.125
18004858,4.4075
18004859,4.745
18004860,4.85
18004861,5.125
18004862,4.97
18004863,4.4075
18004864,4.375
18004865,5.025
18004866,5.1575
18004867,3.5625
18004868,4.5325
18004869,4.6825
18004870,4.8125
18004871,4.8125
18004872,4.4075
18004873,3.8449999999999998
18004874,4.8
18004875,3.7199999999999998
18004876,4.375
18004877,3.7824999999999998
18004878,4.2825
18004879,3.1574999999999998
18004880,4.9
18004881,4.3
18004882,4.3125
18004883,5.125
18004884,3.4125
18004885,5.3125
18004886,3.5
18004887,4.75
18004888,5.42
18004889,5.22
18004890,4.0625
18004891,3.9699999999999998
18004892,4.825
18004893,4.5
18004894,4.2825
18004895,5.0325
18004896,3.6875
18004897,4.0325
18004898,4.3125
18004899,4.9625
18004900,5.625
18004901,4.6875
18004902,4.7825
18004903,4.87
18004904,4.345
18004905,4.4375
18004906,5.2125
18004907,4.095
18004908,5.275
18004910,4.845
18004911,4.6875
18004912,5.1575
18004913,4.875
18004914,4.1575
18004915,4.6825
18004916,5.025
18004917,4.97
18004918,4.4075
18004919,5.4075
18004920,5.62
18004921,4.525
18004922,3.8125
18004923,5.245
18004924,5.045
18004925,4.875
18004926,5.5625
18004927,4.8375
18004928,3.5324999999999998
18004929,5.625
18004930,4.0
18004931,4.3125
18004932,5.3125
18004933,5.02
18004934,4.8125
18004935,4.5575
18004936,5.25
18004937,5.5875
18004938,5.495
18004939,4.345
18004940,4.125
18004941,4.8325
18004942,4.8375
18004943,4.7825
18004944,4.0125
18004945,4.5875
18004946,4.125
18004947,4.22
18004948,4.2125
18004949,4.2075
18004950,4.4875
18004951,4.6825
18004952,5.0375
18004953,4.495
18004954,3.495
18004955,4.0625
18004956,4.62
18004957,4.65
18004958,4.495
18004959,3.9
18004960,4.6875
18004961,5.125
18004962,5.27
18004963,4.3125
18004964,4.7825
18004965,5.495
18004966,4.62
18004967,3.8125
18004968,4.4325
18004969,4.5825
18004970,3.4375
18004971,5.175
18004972,4.75
18004973,5.0325
18004974,5.4875
18004975,5.125
18004976,3.5
18004977,3.75
18004978,3.5
18004979,4.9375
18004980,5.125
18004981,5.2375
18004982,5.5325
18004983,4.595
18004984,5.5
18004985,4.5325
18004986,4.845
18004987,5.0325
18004988,4.2125
18004989,4.5575
18004990,5.345
18004991,3.4375
18004992,4.37
18004993,4.275
18004994,4.7
18004995,5.625
18004996,5.3125
18004997,4.595
18004998,4.9625
18004999,4.1575
18005000,4.1625
18005001,3.9
18005002,4.97
18005003,4.1825
18005004,4.9625
18005005,4.5825
18005006,5.2125
18005007,6.25
18005008,4.0625
18005009,4.125
18005010,4.25
18005011,4.845
18005012,4.3375
18005013,4.6575
18005014,5.22
18005015,3.12
18005016,5.3375
18005017,3.6574999999999998
18005018,4.7375
18005019,4.5
18005020,4.125
18005021,4.345
18005022,4.5325
18005023,5.0875
18005024,4.87
18005025,4.22
18005026,3.75
18005027,4.37
18005028,4.775
18005029,4.875
18005030,4.37
18005031,3.6574999999999998
18005032,4.0875
18005033,5.4075
18005034,4.745
18005035,5.37
18005036,5.3075
18005037,4.625
18005038,4.0
18005039,4.3125
18005040,4.8375
18005041,5.1575
18005042,4.5
18005043,4.8125
18005044,4.05
18005045,4.3875
18005046,5.095
18005047,4.9375
18005048,4.62
18005049,5.3875
18005050,4.275
18005051,5.145
18005052,4.4575
18005053,4.125
18005054,5.3125
18005055,4.8375
18005056,4.375
18005057,5.0325
18005058,5.125
18005059,4.5375
18005060,4.8125
18005061,4.25
18005062,5.1375
18005063,4.6825
18005064,4.525
18005065,3.4699999999999998
18005066,4.3375
18005067,5.4075
18005068,4.4
18005069,4.5875
18005070,4.775
18005071,4.9325
18005072,3.5625
18005073,4.9825
18005074,3.6875
18005075,4.0
18005076,3.675
18005077,3.9375
18005078,3.925
18005079,4.9075
18005080,3.8449999999999998
18005081,4.1875
18005082,4.7375
18005083,4.75
18005084,5.345
18005085,4.9075
18005086,3.9699999999999998
18005087,4.7
18005088,5.025
18005089,4.6575
18005090,5.125
18005091,4.6575
18005092,4.75
18005093,4.5
18005094,5.12
18005095,4.6875
18005096,4.775
18005097,4.845
18005098,4.6875
18005099,5.6375
18005100,5.2875
18005101,5.4825
18005102,4.6375
18005103,3.9450000000000003
18005104,4.8125
18005105,4.0325
18005106,5.3
18005107,3.9375
18005108,4.8325
18005109,5.1575
18005110,4.72
18005111,4.97
18005112,3.1574999999999998
18005113,5.0625
18005114,4.5325
18005115,5.0325
18005116,4.2825
18005117,5.2075
18005118,3.7625
18005119,4.6575
18005120,4.8125
18005121,4.5875
18005122,5.82
18005123,5.3
18005124,4.0825
18005125,4.4075
18005126,5.0125
18005127,4.345
18005128,4.0625
18005129,4.9
18005130,4.25
18005131,4.595
18005132,4.9575
18005133,5.0575
18005134,5.3125
18005135,4.5625
18005136,4.3125
18005137,5.2375
18005138,3.6574999999999998
18005139,2.875
18005140,5.3375
18005141,4.6825
18005142,3.9375
18005143,5.3375
18005144,6.125
18005145,4.6875
18005146,5.65
18005147,5.6575
18005148,5.775
18005149,5.8875
18005150,4.8125
18005151,4.5
18005152,4.65
18005153,4.9375
18005154,5.22
18005155,4.47
18005156,4.75
18005157,4.75
18005158,4.9075
18005159,4.5
18005160,4.7825
18005161,5.5125
18005162,3.9699999999999998
18005163,4.5
18005164,4.72
18005165,4.595
18005166,3.625
18005167,5.0325
18005168,4.6575
18005169,4.9375
18005170,3.75
18005171,5.8325
18005172,4.87
18005173,3.7199999999999998
18005174,6.15
18005175,3.8125
18005176,4.825
