SOBAODANH,diem_trung_binh
33001524,4.6575
33001525,4.3625
33001526,3.8325
33001527,4.6825
33001528,4.5125
33001529,4.575
33001530,5.97
33001531,4.0875
33001532,3.875
33001533,4.15
33001534,3.65
33001535,5.125
33001536,5.1875
33001537,4.7325
33001538,6.0
33001539,3.875
33001540,4.445
33001541,4.6075
33001542,5.5075
33001543,3.7824999999999998
33001544,4.1875
33001545,4.5
33001546,4.5
33001547,5.6575
33001548,5.3125
33001549,4.725
33001550,4.5625
33001551,4.095
33001552,4.6125
33001553,4.995
33001554,3.3075
33001555,4.22
33001556,4.52
33001557,4.125
33001558,3.8125
33001559,5.22
33001560,5.375
33001561,4.625
33001562,4.916666666666667
33001563,4.125
33001564,4.345
33001565,3.4375
33001566,4.9625
33001567,5.775
33001568,4.595
33001569,3.8125
33001570,4.8125
33001571,5.445
33001572,5.25
33001573,3.9375
33001574,5.2825
33001575,4.9075
33001576,5.2825
33001577,5.525
33001578,4.7825
33001579,4.1825
33001580,4.6875
33001581,4.4075
33001582,5.17
33001583,5.075
33001584,3.75
33001585,5.25
33001586,4.55
33001587,3.9699999999999998
33001588,4.3
33001589,3.175
33001590,4.9075
33001591,4.0625
33001592,5.0325
33001593,4.5
33001594,5.470000000000001
33001595,5.1575
33001596,4.8125
33001597,4.87
33001598,4.375
33001599,4.9375
33001600,3.3324999999999996
33001601,6.3075
33001602,4.8075
33001603,5.4375
33001604,3.3666666666666667
33001605,3.8949999999999996
33001606,3.92
33001607,5.1825
33001608,5.5
33001609,4.345
33001610,4.0325
33001611,4.47
33001612,6.2075
33001613,6.2
33001614,4.7825
33001615,4.0
33001616,4.275
33001617,5.4
33001618,4.2125
33001619,4.5325
33001620,3.9375
33001622,5.0325
33001623,4.375
33001624,4.545
33001625,4.1575
33001626,4.0625
33001627,4.72
33001628,4.8325
33001629,4.0325
33001630,3.6375
33001631,5.3125
33001632,3.7125
33001633,5.1
33001634,4.1375
33001635,4.2825
33001636,4.1575
33001637,4.07
33001638,4.0
33001639,4.3575
33001640,4.8575
33001641,4.595
33001642,5.35
33001643,4.0075
33001644,4.7825
33001645,4.47
33001646,3.3449999999999998
33001647,3.8125
33001648,5.125
33001649,5.8375
33001650,5.0625
33001651,4.0
33001652,5.25
33001653,4.4375
33001654,4.4375
33001655,3.8449999999999998
33001656,4.4075
33001657,5.0125
33001658,3.3125
33001659,3.8125
33001660,4.1125
33001661,4.25
33001662,3.325
33001663,3.75
33001664,4.07
33001665,4.595
33001666,4.0625
33001667,3.75
33001668,4.5625
33001669,4.6875
33001670,3.9699999999999998
33001671,3.375
33001672,4.45
33001673,4.075
33001674,3.995
33001675,3.65
33001676,4.2
33001677,3.7699999999999996
33001678,4.075
33001679,3.8324999999999996
33001680,3.9325
33001681,3.8875
33001682,3.8825000000000003
33001683,4.4125
33001684,4.5325
33001685,5.1575
33001686,5.0
33001687,3.3324999999999996
33001688,4.5325
33001689,4.75
33001690,4.7125
33001691,4.6125
33001692,5.1
33001693,5.1
33001694,5.0875
33001695,5.1575
33001696,4.5075
33001697,4.345
33001698,5.125
33001699,3.75
33001700,5.345
33001701,5.22
33001702,4.075
33001703,4.1875
33001704,5.72
33001705,5.42
33001706,4.625
33001707,3.4875
33001708,4.6125
33001709,4.65
33001710,4.47
33001711,4.275
33001712,5.75
33001713,4.995
33001714,3.9325
33001715,4.8075
33001716,5.4375
33001717,4.345
33001718,4.6575
33001719,4.625
33001720,4.25
33001721,4.25
33001722,5.125
33001723,5.6825
33001724,3.4375
33001725,4.4075
33001726,3.875
33001727,4.5325
33001728,4.595
33001729,4.9825
33001730,5.045
33001731,4.8125
33001732,5.0875
33001733,4.595
33001734,4.5625
33001735,5.1575
33001736,4.0
33001737,5.0
33001738,4.2625
33001739,4.5325
33001740,5.02
33001741,4.845
33001742,3.675
33001743,4.375
33001744,3.6375
33001745,4.9375
33001746,3.8125
33001747,5.2825
33001748,3.95
33001749,4.9375
33001750,4.595
33001751,4.875
33001752,4.0
33001753,5.095
33001754,5.1125
33001755,4.4075
33001756,4.72
33001757,3.6875
33001758,3.7824999999999998
33001759,5.0325
33001760,4.525
33001761,5.0
33001762,5.4375
33001763,3.875
33001764,4.6575
33001765,4.9625
33001766,3.4574999999999996
33001767,4.8125
33001768,4.6575
33001769,3.875
33001771,4.1075
33001772,4.47
33001773,4.375
33001774,4.095
33001775,5.2375
33001776,5.35
33001777,2.5700000000000003
33001778,4.833333333333333
33001779,2.6
33001780,4.22
33001781,3.9
33001782,3.4625
33001783,4.0625
33001784,3.9125
33001785,4.4375
33001786,4.2825
33001787,5.4375
33001788,4.57
33001789,4.345
33001790,4.075
33001791,4.5625
33001792,4.4075
33001793,4.6575
33001794,4.625
33001795,4.2825
33001796,4.6575
33001797,5.1825
33001798,4.2075
33001799,4.825
33001800,5.0625
33001801,4.595
33001802,5.2625
33001803,4.5625
33001804,4.22
33001805,5.5
33001806,4.2825
33001807,4.9625
33001808,4.8
33001809,4.0625
33001810,5.5325
33001811,3.9375
33001812,4.47
33001813,4.7325
33001814,4.0625
33001815,5.0625
33001816,5.3125
33001817,4.2325
33001818,4.2625
33001819,4.5625
33001820,4.875
33001821,4.795
33001822,4.8875
33001823,4.845
33001824,3.42
33001825,4.2825
33001826,4.575
33001827,4.27
33001828,4.25
33001829,3.9125
33001830,4.145
33001831,4.9825
33001832,4.05
33001833,2.9375
33001834,3.5125
33001835,5.25
33001836,4.295
33001837,4.8125
33001838,4.6875
33001839,4.3375
33001840,3.5625
33001841,4.6375
33001842,3.245
33001843,4.1875
33001844,4.75
33001845,3.0
33001846,4.875
33001847,3.9375
33001848,4.52
33001849,4.55
33001850,3.9699999999999998
33001851,4.9325
33001852,3.6625
33001853,4.095
33001854,4.3875
33001855,5.6575
33001856,4.5
33001857,3.2199999999999998
33001858,4.875
33001859,4.6875
33001860,4.67
33001861,4.22
33001862,3.875
33001863,5.9075
33001864,3.9074999999999998
33001865,4.4075
33001866,3.8125
33001867,4.6125
33001868,4.795
33001869,4.625
33001870,4.72
33001871,4.7875
33001872,4.625
33001873,5.0
33001875,4.9075
33001876,4.0325
33001877,4.0
33001878,5.0375
33001879,3.9933333333333336
33001880,4.0075
33001881,4.15
33001882,4.875
33001883,4.625
33001884,4.85
33001885,4.47
33001886,3.8625
33001887,3.9699999999999998
33001888,5.1575
33001889,3.295
33001890,3.825
33001891,4.67
33001892,4.625
33001893,4.2625
33001894,4.0625
33001895,4.7325
33001896,4.5825
33001897,3.8449999999999998
33001898,4.3125
33001899,4.25
33001900,4.2075
33001901,5.632499999999999
33001902,5.2625
33001903,4.4375
33001904,5.3125
33001905,4.0625
33001906,5.5
33001907,4.625
33001908,4.0625
33001909,4.0625
33001910,5.1375
33001911,3.3449999999999998
33001912,5.3625
33001913,4.9625
33001914,4.9825
33001915,5.5
33001916,5.7
33001917,4.95
33001918,4.4075
33001919,3.8075
33001921,3.9375
33001922,4.5625
33001923,4.5325
33001924,4.3575
33001925,4.775
33001926,5.75
33001927,4.0325
33001928,4.1575
33001929,4.4075
33001930,3.6574999999999998
33001931,5.12
33001932,4.875
33001933,3.8449999999999998
33001934,3.6875
33001935,4.4625
33001936,4.9075
33001937,3.9375
33001938,4.5325
33001939,4.625
33001940,3.9375
33001941,3.295
33001942,5.4
33001943,4.22
33001944,3.5949999999999998
33001945,3.25
33001946,3.9125
33001947,4.1575
33001948,3.6375
33001949,4.625
33001950,3.37
33001951,4.375
33001952,5.0325
33001953,4.3625
33001954,2.793333333333333
33001955,4.5325
33001956,3.8625
33001957,3.8449999999999998
33001958,4.9075
33001959,5.5325
33001960,4.1
33001961,4.795
33001962,4.4625
33001963,4.67
33001964,4.2825
33001965,4.1375
33001966,3.92
33001967,4.725
33001968,4.6625
33001969,4.25
33001970,4.65
33001971,4.25
33001972,2.8125
33001973,3.495
33001974,3.7
33001975,4.47
33001976,3.795
33001977,4.1875
33001978,3.8
33001979,5.095
33001980,4.3125
33001981,4.225
33001982,3.945
33001983,3.625
33001984,4.445
33001985,3.925
33001986,4.445
33001987,5.15
33001988,4.2625
33001989,4.075
33001990,4.9
33001991,4.2825
33001992,4.625
33001993,4.3125
33001994,4.72
33001995,4.4075
33001996,4.6
33001997,4.4075
33001998,4.5325
33001999,4.775
33002000,4.5625
33002001,4.095
33002002,4.1575
33002003,5.0325
33002004,4.9375
33002005,4.2825
33002006,4.375
33002007,4.2325
33002008,4.645
33002009,4.0625
33002010,3.6449999999999996
33002011,5.4075
33002012,4.045
33002013,4.5
33002014,4.0325
33002015,3.725
33002016,4.625
33002017,5.7825
33002018,4.0
33002019,4.375
33002020,4.095
33002021,3.3449999999999998
33002022,4.2875
33002023,4.47
33002024,4.625
33002025,4.2825
33002026,4.25
33002027,4.0
33002028,4.0625
33002029,3.875
33002030,3.043333333333333
33002031,3.9699999999999998
33002032,5.045
33002033,3.95
33002034,4.25
33002035,4.345
33002036,3.8625
33002037,5.0825
33002038,4.3125
33002039,4.22
33002040,4.6575
33002041,4.37
33002042,4.5
33002043,4.1575
33002044,4.525
33002045,5.2825
33002046,4.175
33002047,3.3825
33002048,4.737500000000001
33002049,4.7875
33002050,4.22
33002051,4.4375
33002052,3.8125
33002053,4.545
33002054,3.9875
33002055,4.2825
33002056,4.945
33002057,4.3325
33002058,5.12
33002059,4.25
33002060,4.4375
33002061,4.375
33002062,5.0125
33002063,3.9699999999999998
33002064,3.92
33002065,5.6875
33002066,3.8875
33002067,5.095
33002068,5.25
33002069,4.22
33002070,4.45
33002071,4.25
33002072,3.2375
33002073,5.0625
33002074,4.72
33002075,4.595
33002076,5.0625
33002077,4.5375
33002078,5.47
33002079,4.1
33002080,5.1875
33002081,4.97
33002082,4.25
33002083,4.22
33002084,4.5325
33002085,4.5325
33002086,4.4075
33002087,4.6875
33002088,3.975
33002089,4.375
33002090,5.125
33002091,5.275
33002092,3.875
33002093,4.9075
33002094,4.1875
33002095,4.72
33002096,4.5825
33002097,4.3875
33002098,4.0325
33002099,4.4075
33002100,4.7125
33002101,4.2125
33002102,4.6875
33002103,4.125
33002104,4.1575
33002105,4.5
33002106,3.745
33002107,4.345
33002108,3.6574999999999998
33002109,4.0625
33002110,5.0
33002111,4.55
33002112,4.2125
33002113,5.0125
33002114,4.25
33002116,4.095
33002117,4.9375
33002118,3.8125
33002119,5.12
33002120,5.675
33002121,3.9325
33002122,4.22
33002123,4.5575
33002124,3.0999999999999996
33002125,4.2825
33002126,4.695
33002127,6.0
33002128,4.25
33002129,4.7825
33002130,5.02
33002131,4.7375
33002132,5.2575
33002133,3.3125
33002134,6.245
33002135,5.495
33002136,3.8449999999999998
33002137,3.9375
33002138,5.25
33002139,4.5
33002140,5.1825
33002141,4.045
33002142,4.62
33002143,5.445
33002144,3.7199999999999998
33002145,3.6574999999999998
33002146,4.7825
33002147,4.0875
33002148,3.9699999999999998
33002149,4.125
33002150,4.875
33002151,4.2825
33002152,4.2875
33002153,4.345
33002155,5.75
33002156,4.925
33002157,4.4375
33002158,5.0625
33002159,4.0625
33002160,4.125
33002161,5.4375
33002162,5.025
33002163,5.75
33002164,4.75
33002165,4.72
33002168,4.775
33002169,4.095
33002170,4.8125
33002171,4.3125
33002172,4.325
33002173,4.525
33002174,4.4075
33002175,4.7125
33002176,4.22
33002177,4.9
33002178,3.8449999999999998
33002179,5.0125
33002180,3.9699999999999998
33002181,3.5324999999999998
33002182,3.4625
33002183,4.8075
33002184,3.7824999999999998
33002185,4.245
33002186,5.5
33002187,5.22
33002188,4.293333333333333
33002189,4.5325
33002190,4.7825
33002191,4.22
33002192,5.1825
33002193,3.125
33002194,3.9
33002195,5.075
33002196,4.295
33002197,4.4325
33002198,4.5875
33002199,4.5625
33002200,4.9825
33002202,4.125
33002203,2.5075000000000003
33002204,4.7825
33002205,4.8125
33002206,4.0325
33002207,4.25
33002209,4.9625
33002210,4.9075
33002211,4.7
33002212,4.345
33002213,4.2375
33002214,4.7
33002215,3.9699999999999998
33002216,4.575
33002217,4.595
33002218,4.5
33002219,4.8
33002220,2.0
33002221,5.5325
33002222,4.575
33002223,5.2825
33002224,4.45
33002225,3.775
33002226,5.5575
33002227,4.925
33002228,4.97
33002229,4.1875
33002230,4.5125
33002231,3.4375
33002232,4.7825
33002233,4.8125
33002234,3.5625
33002235,4.416666666666667
33002236,4.625
33002237,3.4375
33002238,4.595
33002239,3.7199999999999998
33002240,3.2
33002241,4.2625
33002242,3.975
33002243,3.625
33002244,3.1875
33002245,4.595
33002246,4.4875
33002247,5.175
33002248,4.25
33002249,4.6875
33002250,4.9125
33002251,4.845
33002252,4.4075
33002253,4.47
33002254,4.0
33002255,3.2199999999999998
33002256,4.8
33002257,4.2825
33002258,5.425
33002259,3.87
33002260,3.6
33002262,4.2325
33002263,4.2825
33002264,3.4250000000000003
33002265,4.9875
33002266,3.4074999999999998
33002267,4.22
33002268,4.3125
33002269,3.25
33002270,4.2325
33002271,4.4075
33002272,3.3324999999999996
33002273,4.6575
33002274,4.8625
33002275,4.6575
33002276,4.375
33002277,4.5
33002278,3.8449999999999998
33002279,4.97
33002280,3.5875
33002281,3.1375
33002282,5.5375
33002283,4.57
33002284,4.3
33002285,4.8075
33002286,3.5875
33002287,4.045
33002288,3.925
33002289,4.845
33002290,4.625
33002291,4.0625
33002292,4.72
33002293,3.0375
33002294,4.345
33002295,5.345
33002296,4.4375
33002297,5.375
33002298,4.375
33002299,5.382499999999999
33002300,4.095
33002301,4.875
33002302,5.7125
33002303,4.625
33002304,4.8125
33002305,4.5625
33002306,5.045
33002307,4.22
33002308,4.845
33002309,4.4575
33002310,3.4325
33002311,3.9375
33002312,4.7825
33002313,4.7125
33002314,5.7875
33002315,4.875
33002316,5.0625
33002317,5.1875
33002318,4.47
33002319,5.4075
33002320,3.5875
33002321,4.5
33002322,4.8075
33002323,3.55
33002324,5.0625
33002325,4.2825
33002326,4.4075
33002327,5.25
33002328,3.575
33002329,5.025
33002330,5.095
33002331,4.1575
33002332,5.25
33002333,4.1375
33002334,5.3625
33002335,4.6575
33002336,4.9375
33002337,4.2825
33002338,5.25
33002339,5.5625
33002340,3.87
33002341,3.8449999999999998
33002342,5.1575
33002343,5.6575
33002344,5.845
33002345,5.3125
33002346,4.2825
33002347,5.2825
33002348,4.97
33002349,5.7875
33002350,4.1625
33002351,5.095
33002352,4.625
33002353,4.775
33002354,5.1
33002355,4.97
33002356,3.8125
33002357,4.72
33002358,4.9075
33002359,4.0625
33002360,5.5625
33002361,4.0325
33002362,4.5
33002363,5.75
33002364,5.47
33002365,5.47
33002366,3.75
33002367,5.345
33002368,4.1875
33002369,4.6575
33002370,4.625
33002371,4.55
33002372,4.3125
33002373,5.1625
33002374,5.1
33002375,4.7825
33002376,5.1825
33002377,5.1125
33002378,4.6875
33002379,4.1825
33002380,2.8449999999999998
33002381,4.0325
33002382,4.5625
33002383,4.3075
33002384,4.1875
33002385,4.845
33002386,3.5625
33002387,4.2375
33002388,3.8125
33002389,4.3125
33002390,4.245
33002391,4.97
33002392,4.625
33002393,3.7199999999999998
33002394,4.375
33002395,4.125
33002396,4.345
33002397,4.175
33002398,4.3625
33002399,3.425
33002400,4.1375
33002401,4.0
33002402,4.97
33002403,5.0
33002404,4.67
33002405,4.4075
33002406,3.4699999999999998
33002407,3.87
33002408,4.545
33002409,5.0625
33002410,4.9075
33002411,4.0325
33002412,5.0325
33002413,4.595
33002414,4.6575
33002415,4.795
33002416,4.1875
33002417,5.9075
33002418,3.3075
33002419,5.4075
33002420,3.8875
33002421,4.4075
33002422,4.75
33002423,4.875
33002424,4.095
33002425,4.9375
33002426,5.345
33002427,4.6375
33002428,4.4075
33002429,4.0
33002430,4.22
33002431,4.5
33002432,4.0325
33002433,3.3200000000000003
33002434,5.375
33002435,4.97
33002436,3.4375
33002437,4.4075
33002438,4.47
33002439,4.3
33002440,4.175
33002441,4.4375
33002442,4.2825
33002443,4.595
33002444,4.0125
33002445,3.5949999999999998
33002446,4.3125
33002447,3.85
33002448,5.22
33002449,3.375
33002450,3.5324999999999998
33002451,2.6833333333333336
33002452,4.0625
33002453,4.0625
33002454,3.075
33002455,4.045
33002456,4.0325
33002457,5.345
33002458,4.595
33002459,3.55
33002460,3.6574999999999998
33002461,4.1575
33002462,3.9074999999999998
33002463,4.6575
33002464,3.6625
33002465,5.0625
33002466,3.795
33002467,4.295
33002468,4.0625
33002469,3.6574999999999998
33002470,4.595
33002471,5.2
33002472,4.5325
33002473,4.0625
33002474,4.12
33002475,4.9375
33002476,3.9699999999999998
33002477,3.1625
33002478,3.8125
33002479,5.595
33002480,4.65
33002481,5.6875
33002482,5.095
33002483,5.095
33002484,5.375
33002485,4.5875
33002486,4.6
33002487,4.6575
33002488,5.095
33002489,4.72
33002490,4.8125
33002491,4.195
33002492,4.6575
33002493,4.595
33002494,3.7074999999999996
33002495,5.47
33002496,4.4075
33002497,5.075
33002498,3.7
33002499,4.845
33002500,4.95
33002501,5.5625
33002502,4.625
33002503,4.095
33002504,4.25
33002505,4.375
33002506,3.945
33002507,4.725
33002508,4.4375
33002509,3.875
33002510,6.125
33002511,3.75
33002512,4.345
33002513,4.22
33002514,2.95
33002515,4.1825
33002516,4.7125
33002517,5.65
33002518,3.625
33002519,4.2825
33002520,3.5625
33002521,4.1875
33002522,3.7824999999999998
33002523,4.22
33002524,3.5625
33002525,3.75
33002526,4.3125
33002527,5.6075
33002528,3.9699999999999998
33002529,3.525
33002530,6.22
33002531,4.75
33002532,2.75
33002533,3.5324999999999998
33002534,4.6575
33002535,4.095
33002536,4.4075
33002537,4.745
33002538,3.1875
33002539,4.4375
33002540,3.625
33002541,3.5375
33002542,5.125
33002543,4.85
33002544,4.375
33002545,3.37
33002546,5.0325
33002547,3.6375
33002548,4.47
33002549,4.25
33002550,4.525
33002551,3.6833333333333336
33002552,4.5
33002553,5.4625
33002554,3.9375
33002555,4.0075
33002556,3.45
33002557,3.4375
33002558,3.5700000000000003
33002559,3.8875
33002560,4.625
33002561,3.9699999999999998
33002562,4.6375
33002563,5.245
33002564,4.15
33002565,5.625
33002566,5.25
33002567,4.5375
33002568,5.0325
33002569,3.8625
33002570,4.22
33002571,3.995
33002572,3.9575
33002573,4.1575
33002574,4.145
33002575,3.92
33002576,3.6574999999999998
33002577,3.67
33002578,4.7575
33002579,3.7075
33002580,4.2825
33002581,5.2325
33002582,4.595
33002583,4.22
33002584,3.5625
33002585,4.075
33002586,4.0
33002587,4.17
33002588,5.675
33002589,3.9074999999999998
33002590,4.0625
33002591,4.7325
33002592,4.1875
33002593,4.25
33002594,5.47
33002595,5.325
33002596,5.2
33002597,4.8125
33002598,4.1325
33002599,3.9074999999999998
33002600,5.345
33002601,3.725
33002602,5.5625
33002603,4.92
33002604,5.3825
33002605,4.1575
33002606,4.0375
33002607,4.9875
33002608,5.47
33002609,3.4825
33002610,4.6325
33002611,4.67
33002612,4.47
33002613,5.0
33002614,3.5824999999999996
33002615,5.2575
33002616,4.045
33002617,3.375
33002618,4.12
33002619,4.9375
33002620,3.5324999999999998
33002621,3.75
33002622,4.4125000000000005
33002623,4.0
33002624,4.0625
33002625,4.3
33002626,5.7575
33002627,3.875
33002628,5.6125
33002629,4.4075
33002630,5.075
33002631,3.9375
33002632,4.25
33002633,3.545
33002634,4.22
33002635,5.6375
33002636,5.0575
33002637,5.2375
33002638,3.0949999999999998
33002639,4.22
33002640,5.0625
33002641,4.033333333333333
33002642,3.6625
33002643,3.75
33002644,4.1875
33002645,5.22
33002646,4.8125
33002647,4.4825
33002648,4.47
33002649,4.4375
33002650,3.5949999999999998
33002651,4.2625
33002652,4.9375
33002653,4.25
33002654,4.92
33002655,3.875
33002656,3.8125
33002657,4.0
33002658,4.5325
33002659,4.22
33002660,4.4
33002661,5.175
33002662,3.675
33002663,4.7125
33002664,4.1575
33002665,3.32
33002666,5.1375
33002667,5.62
33002668,3.875
33002669,3.5
33002670,5.1875
33002671,4.8125
33002672,3.875
33002673,4.35
33002674,4.6875
33002675,4.5625
33002676,4.2
33002677,4.075
33002678,4.075
33002679,3.045
33002680,3.4074999999999998
33002681,4.345
33002682,4.7325
33002683,4.7625
33002684,5.75
33002685,5.745
33002686,4.6825
33002687,5.0125
33002688,4.0
33002689,3.75
33002690,4.125
33002691,3.8075
33002692,5.17
33002693,3.7325
33002694,5.4075
33002695,5.1
33002696,5.72
33002697,4.0325
33002698,3.9375
33002699,4.35
33002700,3.545
33002701,3.9699999999999998
33002702,3.4699999999999998
33002703,4.2825
33002704,5.9125
33002705,3.375
33002706,4.295
33002707,4.3875
33002708,4.575
33002709,3.5324999999999998
33002711,3.7750000000000004
33002712,3.8125
33002713,5.75
33002714,2.8166666666666664
33002715,3.7824999999999998
33002716,4.6875
33002717,6.25
33002718,4.3875
33002719,3.5324999999999998
33002720,3.7
33002721,4.125
33002722,3.875
33002723,4.375
33002724,3.4074999999999998
33002725,4.295
33002726,3.1875
33002727,4.4375
33002728,4.7075
33002729,4.825
33002730,4.2325
33002731,4.5
33002732,5.1875
33002733,4.125
33002734,3.375
33002735,4.345
33002736,4.4375
33002737,3.0949999999999998
33002738,4.0625
33002739,4.0125
33002740,3.25
33002741,4.25
33002742,3.8625
33002743,4.575
33002744,4.25
33002745,4.525
33002746,4.595
33002747,3.775
33002748,3.9375
33002749,4.4075
33002750,4.3875
33002751,4.12
33002752,5.72
33002753,5.4075
33002754,3.0375
33002755,3.875
33002756,4.0625
33002757,5.075
33002758,4.3325
33002759,5.145
33002760,4.375
33002761,3.6325000000000003
33002762,4.575
33002763,5.1
33002764,4.595
33002765,3.8125
33002766,3.5949999999999998
33002767,4.745
33002768,4.0625
33002769,4.77
33002770,3.3200000000000003
33002771,4.5325
33002772,5.125
33002773,4.1075
33002774,5.095
33002775,3.6325000000000003
33002776,5.0125
33002777,4.75
33002778,4.6375
33002779,4.545
33002780,4.275
33002781,4.22
33002782,4.25
33002783,3.9375
33002784,4.4625
33002785,3.9699999999999998
33002786,1.9625
33002787,4.1375
33002788,3.625
33002789,4.025
33002790,3.5625
33002791,4.6875
33002792,4.575
33002793,3.5575
33002794,4.3575
33002795,4.4
33002796,3.5625
33002797,2.8324999999999996
33002798,4.0625
33002799,4.0625
33002800,4.5625
33002801,4.55
33002802,5.195
33002803,4.0625
33002804,4.25
33002805,4.6825
33002806,5.25
33002807,4.345
33002808,3.9699999999999998
33002809,4.845
33002810,3.87
33002811,4.0625
33002812,4.125
33002813,3.9074999999999998
33002814,4.9375
33002815,3.8
33002816,3.9074999999999998
33002817,4.0625
33002818,4.7825
33002819,3.825
33002820,4.47
33002821,4.1575
33002822,4.2825
33002823,5.9875
33002824,5.3
33002825,4.55
33002826,4.97
33002827,4.345
33002828,3.8449999999999998
33002829,4.5
33002830,4.17
33002831,4.2625
33002832,4.4375
33002833,4.345
33002834,4.9075
33002835,4.8125
33002836,4.0
33002837,4.3125
33002838,4.5
33002839,4.9375
33002840,4.3575
33002841,4.75
33002842,4.6375
33002843,4.375
33002844,4.2325
33002845,4.22
33002846,3.4
33002847,4.1575
33002848,4.125
33002849,3.9074999999999998
33002850,5.2825
33002851,3.6666666666666665
33002852,5.15
33002853,4.5325
33002854,3.9375
33002855,5.795
33002856,4.583333333333333
33002857,4.25
33002858,4.345
33002859,3.9625
33002860,4.25
33002861,3.3125
33002862,5.3625
33002863,3.9933333333333336
33002864,5.0375
33002865,4.0
33002866,5.3125
33002867,5.12
33002868,4.0
33002869,3.9699999999999998
33002870,4.22
33002871,4.245
33002872,3.625
33002873,4.1
33002874,2.9
33002875,3.8449999999999998
33002876,3.7199999999999998
33002877,3.8125
33002878,2.2075
33002879,3.8449999999999998
33002880,4.5625
33002881,5.557499999999999
33002882,3.44
33002883,3.9375
33002884,3.795
33002885,4.545
33002886,3.9074999999999998
33002887,4.375
33002888,3.4166666666666665
33002889,3.42
33002890,5.0325
33002891,4.47
33002892,3.6825
33002893,3.4625
33002894,4.9075
33002895,4.6575
33002896,5.25
33002897,5.2625
33002898,4.47
33002899,4.67
33002900,4.8375
33002901,4.0625
33002902,5.0625
33002903,5.1875
33002904,4.42
33002905,4.825
33002906,4.0325
33002907,4.795
33002908,4.045
33002909,3.1325
33002910,3.2824999999999998
33002911,4.845
33002912,4.225
33002913,5.025
33002914,5.5125
33002915,5.9825
33002916,3.25
33002917,4.35
33002918,4.8875
33002919,3.0625
33002920,3.5575
33002921,4.625
33002922,4.47
33002923,3.8125
33002924,4.5625
33002925,4.72
33002926,4.1575
33002927,4.095
33002928,4.2825
33002929,4.945
33002930,4.57
33002931,4.9625
33002932,4.6375
33002933,3.4599999999999995
33002934,4.4075
33002935,3.75
33002936,4.595
33002937,4.62
33002938,3.375
33002939,4.5325
33002940,3.2325
33002941,3.37
33002942,5.8125
33002943,4.195
33002944,2.5824999999999996
33002945,3.9699999999999998
33002946,4.5625
33002947,4.1575
33002948,3.1574999999999998
33002949,4.595
33002950,3.7199999999999998
33002951,4.22
33002952,4.5625
33002953,3.625
33002954,3.375
33002955,5.7825
33002956,3.6266666666666665
33002957,3.37
33002958,3.9875
33002959,4.0
33002960,4.9375
33002961,3.8449999999999998
33002962,4.875
33002963,4.1825
33002964,4.1575
33002965,5.0
33002966,5.2125
33002967,4.695
33002968,4.0625
33002970,5.0
33002971,5.3125
33002972,4.4375
33002973,5.35
33002974,3.8625
33002975,4.3575
33002976,3.25
33002977,4.2825
33002978,4.625
33002979,4.845
33002980,4.4625
33002981,4.8125
33002982,3.625
33002983,4.995
33002984,5.3
33002985,4.295
33002986,4.7
33002987,3.4375
33002988,3.5
33002989,5.6875
33002990,5.825
33002991,4.8075
33002992,5.2075
33002993,4.3125
33002994,3.5625
33002995,4.0
33002996,5.875
33002997,5.4375
33002998,4.345
33002999,4.375
33003000,3.12
33003001,4.55
33003002,6.075
33003003,3.6875
33003004,5.625
33003005,4.4325
33003006,4.375
33003007,3.8625
33003008,4.4075
33003009,4.3125
33003010,5.095
33003011,5.0325
33003012,5.4075
33003013,4.9075
33003014,4.375
33003015,3.6875
33003016,5.1875
33003017,2.525
33003018,5.0325
33003019,4.8125
33003020,4.4125
33003021,4.1875
33003022,4.695
33003023,5.07
33003024,4.8825
33003025,5.72
33003026,4.1575
33003027,5.1075
33003028,5.9325
33003029,4.4075
33003030,4.9325
33003031,4.7825
33003032,4.4075
33003033,4.9075
33003034,5.6625
33003035,4.1875
33003036,4.07
33003037,4.22
33003038,4.2575
33003039,4.5
33003040,5.0125
33003041,4.0325
33003042,3.9375
33003043,4.0625
33003044,5.85
33003045,4.625
33003046,4.6575
33003047,4.125
33003048,4.345
33003049,3.5
33003050,4.845
33003051,4.375
33003052,6.5575
33003053,6.3075
33003054,5.0625
33003055,4.5625
33003056,4.4075
33003057,5.1875
33003058,5.4075
33003059,3.75
33003060,4.47
33003061,4.5625
33003062,4.0625
33003063,4.8125
33003064,5.325
33003065,4.2825
33003066,5.275
33003067,3.8125
33003069,4.22
33003070,4.6575
33003071,4.8125
33003072,5.8375
33003073,4.375
33003074,5.125
33003075,3.6125
33003076,4.75
33003077,3.7199999999999998
33003078,3.9699999999999998
33003079,4.6375
33003080,4.3125
33003081,4.9075
33003082,4.4375
33003083,3.8125
33003084,4.0625
33003085,2.19
33003086,4.745
33003087,4.87
33003088,3.545
33003089,3.9699999999999998
33003090,5.595
33003091,4.875
33003092,4.4825
33003093,5.22
33003094,4.85
33003095,4.625
33003096,4.4075
33003097,5.05
33003099,3.9074999999999998
33003100,4.275
33003101,3.8625
33003102,2.8200000000000003
33003103,4.8325
33003104,5.095
33003105,4.595
33003106,4.3
33003107,4.9075
33003108,5.05
33003109,4.1575
33003110,4.3125
33003111,5.1875
33003112,4.095
33003113,4.1875
33003114,5.1325
33003115,4.5
33003116,4.845
